,Unnamed: 0,artist,song,href,track_id,uri,audio_features,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,track_href,analysis_url,duration_ms,time_signature
0,40179,Melaena Cadiz,Needles River,spotify:track:4TCcDD97LU6rBUnYhjGmR8,3DaFh4kJy4Ifo4cLjBjkXG,spotify:track:4TCcDD97LU6rBUnYhjGmR8,"{'danceability': 0.754, 'energy': 0.591, 'key': 9, 'loudness': -6.465, 'mode': 0, 'speechiness': 0.0566, 'acousticness': 0.378, 'instrumentalness': 0, 'liveness': 0.108, 'valence': 0.69, 'tempo': 141.998, 'type': 'audio_features', 'id': '4TCcDD97LU6rBUnYhjGmR8', 'uri': 'spotify:track:4TCcDD97LU6rBUnYhjGmR8', 'track_href': 'https://api.spotify.com/v1/tracks/4TCcDD97LU6rBUnYhjGmR8', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4TCcDD97LU6rBUnYhjGmR8', 'duration_ms': 204720, 'time_signature': 4}",0.754,0.591,9.0,-6.465,0.0,0.0566,0.378,0.0,0.108,0.69,141.998,audio_features,4TCcDD97LU6rBUnYhjGmR8,https://api.spotify.com/v1/tracks/4TCcDD97LU6rBUnYhjGmR8,https://api.spotify.com/v1/audio-analysis/4TCcDD97LU6rBUnYhjGmR8,204720.0,4.0
1,43011,johnny_ripper,sleep,,,,,,,,,,,,,,,,,,,,,
2,86830,aaron yabrov,pendulum,spotify:track:7eJqLdEQ96D5Xzc406xkeZ,4Y2glvLjQGOb4dXnwm1hQf,spotify:track:4Y2glvLjQGOb4dXnwm1hQf,"{'danceability': 0.42, 'energy': 0.969, 'key': 1, 'loudness': -3.139, 'mode': 1, 'speechiness': 0.0581, 'acousticness': 2.84e-05, 'instrumentalness': 0.00861, 'liveness': 0.379, 'valence': 0.182, 'tempo': 174.038, 'type': 'audio_features', 'id': '4Y2glvLjQGOb4dXnwm1hQf', 'uri': 'spotify:track:4Y2glvLjQGOb4dXnwm1hQf', 'track_href': 'https://api.spotify.com/v1/tracks/4Y2glvLjQGOb4dXnwm1hQf', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4Y2glvLjQGOb4dXnwm1hQf', 'duration_ms': 252787, 'time_signature': 4}",0.42,0.969,1.0,-3.139,1.0,0.0581,2.84e-05,0.00861,0.379,0.182,174.038,audio_features,4Y2glvLjQGOb4dXnwm1hQf,https://api.spotify.com/v1/tracks/4Y2glvLjQGOb4dXnwm1hQf,https://api.spotify.com/v1/audio-analysis/4Y2glvLjQGOb4dXnwm1hQf,252787.0,4.0
3,43126,John Hyatt and M4SK 22,Frost on my Window,spotify:track:23EgnmfkdOsDK96ftbVv0Q,23EgnmfkdOsDK96ftbVv0Q,spotify:track:23EgnmfkdOsDK96ftbVv0Q,"{'danceability': 0.446, 'energy': 0.41, 'key': 0, 'loudness': -11.431, 'mode': 1, 'speechiness': 0.0289, 'acousticness': 0.736, 'instrumentalness': 0, 'liveness': 0.122, 'valence': 0.318, 'tempo': 156.274, 'type': 'audio_features', 'id': '23EgnmfkdOsDK96ftbVv0Q', 'uri': 'spotify:track:23EgnmfkdOsDK96ftbVv0Q', 'track_href': 'https://api.spotify.com/v1/tracks/23EgnmfkdOsDK96ftbVv0Q', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/23EgnmfkdOsDK96ftbVv0Q', 'duration_ms': 245000, 'time_signature': 4}",0.446,0.41,0.0,-11.431,1.0,0.0289,0.736,0.0,0.122,0.318,156.274,audio_features,23EgnmfkdOsDK96ftbVv0Q,https://api.spotify.com/v1/tracks/23EgnmfkdOsDK96ftbVv0Q,https://api.spotify.com/v1/audio-analysis/23EgnmfkdOsDK96ftbVv0Q,245000.0,4.0
4,69127,LIL and Sin Senal,Uninstall,spotify:track:3pjvkWO9fqiRRBE1tDLu3S,3pjvkWO9fqiRRBE1tDLu3S,spotify:track:3pjvkWO9fqiRRBE1tDLu3S,"{'danceability': 0.822, 'energy': 0.851, 'key': 11, 'loudness': -3.314, 'mode': 0, 'speechiness': 0.0422, 'acousticness': 0.333, 'instrumentalness': 0.00792, 'liveness': 0.105, 'valence': 0.749, 'tempo': 117.992, 'type': 'audio_features', 'id': '3pjvkWO9fqiRRBE1tDLu3S', 'uri': 'spotify:track:3pjvkWO9fqiRRBE1tDLu3S', 'track_href': 'https://api.spotify.com/v1/tracks/3pjvkWO9fqiRRBE1tDLu3S', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3pjvkWO9fqiRRBE1tDLu3S', 'duration_ms': 185085, 'time_signature': 4}",0.822,0.851,11.0,-3.314,0.0,0.0422,0.333,0.00792,0.105,0.749,117.992,audio_features,3pjvkWO9fqiRRBE1tDLu3S,https://api.spotify.com/v1/tracks/3pjvkWO9fqiRRBE1tDLu3S,https://api.spotify.com/v1/audio-analysis/3pjvkWO9fqiRRBE1tDLu3S,185085.0,4.0
5,42776,Loretta Kelley,"Sandsdalsgangaren, telegangar",spotify:track:3mM14WXoPaLRjjkmxHe99L,3mM14WXoPaLRjjkmxHe99L,spotify:track:3mM14WXoPaLRjjkmxHe99L,"{'danceability': 0.604, 'energy': 0.354, 'key': 9, 'loudness': -14.07, 'mode': 1, 'speechiness': 0.0313, 'acousticness': 0.836, 'instrumentalness': 0.00474, 'liveness': 0.103, 'valence': 0.635, 'tempo': 137.349, 'type': 'audio_features', 'id': '3mM14WXoPaLRjjkmxHe99L', 'uri': 'spotify:track:3mM14WXoPaLRjjkmxHe99L', 'track_href': 'https://api.spotify.com/v1/tracks/3mM14WXoPaLRjjkmxHe99L', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3mM14WXoPaLRjjkmxHe99L', 'duration_ms': 180960, 'time_signature': 4}",0.604,0.354,9.0,-14.07,1.0,0.0313,0.836,0.00474,0.103,0.635,137.349,audio_features,3mM14WXoPaLRjjkmxHe99L,https://api.spotify.com/v1/tracks/3mM14WXoPaLRjjkmxHe99L,https://api.spotify.com/v1/audio-analysis/3mM14WXoPaLRjjkmxHe99L,180960.0,4.0
6,102975,Ant The Symbol,In Your Eyes,spotify:track:7ekkXS4zj1yw1Kb9fMqC8v,7ekkXS4zj1yw1Kb9fMqC8v,spotify:track:7ekkXS4zj1yw1Kb9fMqC8v,"{'danceability': 0.712, 'energy': 0.672, 'key': 11, 'loudness': -9.309, 'mode': 1, 'speechiness': 0.0538, 'acousticness': 0.111, 'instrumentalness': 0.883, 'liveness': 0.0864, 'valence': 0.122, 'tempo': 121.989, 'type': 'audio_features', 'id': '7ekkXS4zj1yw1Kb9fMqC8v', 'uri': 'spotify:track:7ekkXS4zj1yw1Kb9fMqC8v', 'track_href': 'https://api.spotify.com/v1/tracks/7ekkXS4zj1yw1Kb9fMqC8v', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7ekkXS4zj1yw1Kb9fMqC8v', 'duration_ms': 393449, 'time_signature': 4}",0.712,0.672,11.0,-9.309,1.0,0.0538,0.111,0.883,0.0864,0.122,121.989,audio_features,7ekkXS4zj1yw1Kb9fMqC8v,https://api.spotify.com/v1/tracks/7ekkXS4zj1yw1Kb9fMqC8v,https://api.spotify.com/v1/audio-analysis/7ekkXS4zj1yw1Kb9fMqC8v,393449.0,4.0
7,72475,The Young,Apaches Throat,spotify:track:6RKfmgy3uFnIdSfYCFKUmj,6RKfmgy3uFnIdSfYCFKUmj,spotify:track:6RKfmgy3uFnIdSfYCFKUmj,"{'danceability': 0.355, 'energy': 0.595, 'key': 0, 'loudness': -6.851, 'mode': 1, 'speechiness': 0.0374, 'acousticness': 0.0833, 'instrumentalness': 0.629, 'liveness': 0.128, 'valence': 0.349, 'tempo': 115.911, 'type': 'audio_features', 'id': '6RKfmgy3uFnIdSfYCFKUmj', 'uri': 'spotify:track:6RKfmgy3uFnIdSfYCFKUmj', 'track_href': 'https://api.spotify.com/v1/tracks/6RKfmgy3uFnIdSfYCFKUmj', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6RKfmgy3uFnIdSfYCFKUmj', 'duration_ms': 231632, 'time_signature': 4}",0.355,0.595,0.0,-6.851,1.0,0.0374,0.0833,0.629,0.128,0.349,115.911,audio_features,6RKfmgy3uFnIdSfYCFKUmj,https://api.spotify.com/v1/tracks/6RKfmgy3uFnIdSfYCFKUmj,https://api.spotify.com/v1/audio-analysis/6RKfmgy3uFnIdSfYCFKUmj,231632.0,4.0
8,75149,Informant,I Love to Lose It,spotify:track:5dWGBEsKQI5rLxTjI6YQXQ,5dWGBEsKQI5rLxTjI6YQXQ,,,,,,,,,,,,,,,,,,,
9,53090,Secret Birds,Laser Archipelago (Live on New Weird Australia),spotify:track:1rhuGqHnV43rhas87dQdYV,1axqlgB4PhgeMaytSRX5J3,spotify:track:1axqlgB4PhgeMaytSRX5J3,"{'danceability': 0.39, 'energy': 0.997, 'key': 11, 'loudness': -3.869, 'mode': 1, 'speechiness': 0.278, 'acousticness': 8.04e-05, 'instrumentalness': 0.873, 'liveness': 0.208, 'valence': 0.142, 'tempo': 176.859, 'type': 'audio_features', 'id': '1axqlgB4PhgeMaytSRX5J3', 'uri': 'spotify:track:1axqlgB4PhgeMaytSRX5J3', 'track_href': 'https://api.spotify.com/v1/tracks/1axqlgB4PhgeMaytSRX5J3', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1axqlgB4PhgeMaytSRX5J3', 'duration_ms': 239612, 'time_signature': 3}",0.39,0.997,11.0,-3.869,1.0,0.278,8.04e-05,0.873,0.208,0.142,176.859,audio_features,1axqlgB4PhgeMaytSRX5J3,https://api.spotify.com/v1/tracks/1axqlgB4PhgeMaytSRX5J3,https://api.spotify.com/v1/audio-analysis/1axqlgB4PhgeMaytSRX5J3,239612.0,3.0
10,48490,Fhernando,(I Need Ya) L.O.V.E,spotify:track:0TwhMgRmBc36yyOOqnkqD7,0TwhMgRmBc36yyOOqnkqD7,spotify:track:0TwhMgRmBc36yyOOqnkqD7,"{'danceability': 0.78, 'energy': 0.621, 'key': 9, 'loudness': -7.461, 'mode': 0, 'speechiness': 0.0334, 'acousticness': 0.006, 'instrumentalness': 0.926, 'liveness': 0.244, 'valence': 0.505, 'tempo': 125.006, 'type': 'audio_features', 'id': '0TwhMgRmBc36yyOOqnkqD7', 'uri': 'spotify:track:0TwhMgRmBc36yyOOqnkqD7', 'track_href': 'https://api.spotify.com/v1/tracks/0TwhMgRmBc36yyOOqnkqD7', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0TwhMgRmBc36yyOOqnkqD7', 'duration_ms': 275903, 'time_signature': 4}",0.78,0.621,9.0,-7.461,0.0,0.0334,0.006,0.926,0.244,0.505,125.006,audio_features,0TwhMgRmBc36yyOOqnkqD7,https://api.spotify.com/v1/tracks/0TwhMgRmBc36yyOOqnkqD7,https://api.spotify.com/v1/audio-analysis/0TwhMgRmBc36yyOOqnkqD7,275903.0,4.0
11,33334,Le Mal,Poignard sodo à gogo,spotify:track:7IVegU62sy9SDZtYeGzYyq,,spotify:track:3yUt2teLC8TgK1TrAgFFkh,"{'danceability': 0.445, 'energy': 0.283, 'key': 1, 'loudness': -9.828, 'mode': 1, 'speechiness': 0.0609, 'acousticness': 0.833, 'instrumentalness': 0, 'liveness': 0.35, 'valence': 0.168, 'tempo': 122.538, 'type': 'audio_features', 'id': '3yUt2teLC8TgK1TrAgFFkh', 'uri': 'spotify:track:3yUt2teLC8TgK1TrAgFFkh', 'track_href': 'https://api.spotify.com/v1/tracks/3yUt2teLC8TgK1TrAgFFkh', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3yUt2teLC8TgK1TrAgFFkh', 'duration_ms': 252253, 'time_signature': 3}",0.445,0.283,1.0,-9.828,1.0,0.0609,0.833,0.0,0.35,0.168,122.538,audio_features,3yUt2teLC8TgK1TrAgFFkh,https://api.spotify.com/v1/tracks/3yUt2teLC8TgK1TrAgFFkh,https://api.spotify.com/v1/audio-analysis/3yUt2teLC8TgK1TrAgFFkh,252253.0,3.0
12,18873,ZAUS / .E.,Zero Gravity (Hypodermic Fluctuation Mix),spotify:track:3eVVcKWB0ci4wbtIM5l1YO,3eVVcKWB0ci4wbtIM5l1YO,spotify:track:3eVVcKWB0ci4wbtIM5l1YO,"{'danceability': 0.949, 'energy': 0.355, 'key': 11, 'loudness': -15.608, 'mode': 0, 'speechiness': 0.0446, 'acousticness': 0.263, 'instrumentalness': 0.676, 'liveness': 0.112, 'valence': 0.531, 'tempo': 100.009, 'type': 'audio_features', 'id': '3eVVcKWB0ci4wbtIM5l1YO', 'uri': 'spotify:track:3eVVcKWB0ci4wbtIM5l1YO', 'track_href': 'https://api.spotify.com/v1/tracks/3eVVcKWB0ci4wbtIM5l1YO', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3eVVcKWB0ci4wbtIM5l1YO', 'duration_ms': 110400, 'time_signature': 4}",0.949,0.355,11.0,-15.608,0.0,0.0446,0.263,0.676,0.112,0.531,100.009,audio_features,3eVVcKWB0ci4wbtIM5l1YO,https://api.spotify.com/v1/tracks/3eVVcKWB0ci4wbtIM5l1YO,https://api.spotify.com/v1/audio-analysis/3eVVcKWB0ci4wbtIM5l1YO,110400.0,4.0
13,66482,Liquor Store,Vodka Beach,spotify:track:7aNWzJrpYCR0w8QIeQhgGH,7aNWzJrpYCR0w8QIeQhgGH,spotify:track:7aNWzJrpYCR0w8QIeQhgGH,"{'danceability': 0.323, 'energy': 0.729, 'key': 5, 'loudness': -6.76, 'mode': 1, 'speechiness': 0.0385, 'acousticness': 0.000149, 'instrumentalness': 0.00741, 'liveness': 0.105, 'valence': 0.461, 'tempo': 81.591, 'type': 'audio_features', 'id': '7aNWzJrpYCR0w8QIeQhgGH', 'uri': 'spotify:track:7aNWzJrpYCR0w8QIeQhgGH', 'track_href': 'https://api.spotify.com/v1/tracks/7aNWzJrpYCR0w8QIeQhgGH', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7aNWzJrpYCR0w8QIeQhgGH', 'duration_ms': 290295, 'time_signature': 4}",0.323,0.729,5.0,-6.76,1.0,0.0385,0.000149,0.00741,0.105,0.461,81.591,audio_features,7aNWzJrpYCR0w8QIeQhgGH,https://api.spotify.com/v1/tracks/7aNWzJrpYCR0w8QIeQhgGH,https://api.spotify.com/v1/audio-analysis/7aNWzJrpYCR0w8QIeQhgGH,290295.0,4.0
14,31062,Human Resources,B8 Dream about the Jersey Shore,spotify:track:5c9jzzykoVrxIgE2hNVD0G,22qX0ftjh0gIEjlzwGYb9K,spotify:track:5c9jzzykoVrxIgE2hNVD0G,"{'danceability': 0.748, 'energy': 0.889, 'key': 8, 'loudness': -7.684, 'mode': 1, 'speechiness': 0.0581, 'acousticness': 0.0478, 'instrumentalness': 0.669, 'liveness': 0.353, 'valence': 0.225, 'tempo': 135.279, 'type': 'audio_features', 'id': '5c9jzzykoVrxIgE2hNVD0G', 'uri': 'spotify:track:5c9jzzykoVrxIgE2hNVD0G', 'track_href': 'https://api.spotify.com/v1/tracks/5c9jzzykoVrxIgE2hNVD0G', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5c9jzzykoVrxIgE2hNVD0G', 'duration_ms': 184720, 'time_signature': 4}",0.748,0.889,8.0,-7.684,1.0,0.0581,0.0478,0.669,0.353,0.225,135.279,audio_features,5c9jzzykoVrxIgE2hNVD0G,https://api.spotify.com/v1/tracks/5c9jzzykoVrxIgE2hNVD0G,https://api.spotify.com/v1/audio-analysis/5c9jzzykoVrxIgE2hNVD0G,184720.0,4.0
15,43133,Manthrewny,Even Nowhere Is Somewhere,spotify:track:6RzxkuOYkU3gketQNc14vm,6RzxkuOYkU3gketQNc14vm,spotify:track:6RzxkuOYkU3gketQNc14vm,"{'danceability': 0.239, 'energy': 0.189, 'key': 2, 'loudness': -13.777, 'mode': 1, 'speechiness': 0.0383, 'acousticness': 0.62, 'instrumentalness': 2.1e-05, 'liveness': 0.115, 'valence': 0.146, 'tempo': 76.194, 'type': 'audio_features', 'id': '6RzxkuOYkU3gketQNc14vm', 'uri': 'spotify:track:6RzxkuOYkU3gketQNc14vm', 'track_href': 'https://api.spotify.com/v1/tracks/6RzxkuOYkU3gketQNc14vm', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6RzxkuOYkU3gketQNc14vm', 'duration_ms': 594278, 'time_signature': 4}",0.239,0.189,2.0,-13.777,1.0,0.0383,0.62,2.1e-05,0.115,0.146,76.194,audio_features,6RzxkuOYkU3gketQNc14vm,https://api.spotify.com/v1/tracks/6RzxkuOYkU3gketQNc14vm,https://api.spotify.com/v1/audio-analysis/6RzxkuOYkU3gketQNc14vm,594278.0,4.0
16,17240,Overthruster,hoover mash up this up your cunt,spotify:track:43FbzQS4VkeKi8pFLzODPr,1hQHfLiU3tYx7SgWUGlAJ5,spotify:track:1hQHfLiU3tYx7SgWUGlAJ5,"{'danceability': 0.639, 'energy': 0.602, 'key': 0, 'loudness': -7.254, 'mode': 0, 'speechiness': 0.13, 'acousticness': 0.0698, 'instrumentalness': 0, 'liveness': 0.153, 'valence': 0.398, 'tempo': 145.907, 'type': 'audio_features', 'id': '1hQHfLiU3tYx7SgWUGlAJ5', 'uri': 'spotify:track:1hQHfLiU3tYx7SgWUGlAJ5', 'track_href': 'https://api.spotify.com/v1/tracks/1hQHfLiU3tYx7SgWUGlAJ5', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1hQHfLiU3tYx7SgWUGlAJ5', 'duration_ms': 190213, 'time_signature': 4}",0.639,0.602,0.0,-7.254,0.0,0.13,0.0698,0.0,0.153,0.398,145.907,audio_features,1hQHfLiU3tYx7SgWUGlAJ5,https://api.spotify.com/v1/tracks/1hQHfLiU3tYx7SgWUGlAJ5,https://api.spotify.com/v1/audio-analysis/1hQHfLiU3tYx7SgWUGlAJ5,190213.0,4.0
17,106822,ODORBABY,30,spotify:track:4f1ML3x043Sl0QdVeNB4yT,4f1ML3x043Sl0QdVeNB4yT,spotify:track:4f1ML3x043Sl0QdVeNB4yT,"{'danceability': 0.277, 'energy': 0.993, 'key': 2, 'loudness': -1.465, 'mode': 1, 'speechiness': 0.197, 'acousticness': 0.000708, 'instrumentalness': 5.02e-06, 'liveness': 0.462, 'valence': 0.0981, 'tempo': 132.208, 'type': 'audio_features', 'id': '4f1ML3x043Sl0QdVeNB4yT', 'uri': 'spotify:track:4f1ML3x043Sl0QdVeNB4yT', 'track_href': 'https://api.spotify.com/v1/tracks/4f1ML3x043Sl0QdVeNB4yT', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4f1ML3x043Sl0QdVeNB4yT', 'duration_ms': 245006, 'time_signature': 4}",0.277,0.993,2.0,-1.465,1.0,0.197,0.000708,5.02e-06,0.462,0.0981,132.208,audio_features,4f1ML3x043Sl0QdVeNB4yT,https://api.spotify.com/v1/tracks/4f1ML3x043Sl0QdVeNB4yT,https://api.spotify.com/v1/audio-analysis/4f1ML3x043Sl0QdVeNB4yT,245006.0,4.0
18,71790,Klaus Filip / Nicolaj Kirisits / et al.,Cultural Morphing,spotify:track:4QWwyaxVCf7rY9ifMJaNTK,6eSfxoVcsbsFk1pDSghN2S,spotify:track:6eSfxoVcsbsFk1pDSghN2S,"{'danceability': 0.736, 'energy': 0.382, 'key': 0, 'loudness': -11.226, 'mode': 1, 'speechiness': 0.0294, 'acousticness': 0.468, 'instrumentalness': 0.00516, 'liveness': 0.0622, 'valence': 0.427, 'tempo': 110.02, 'type': 'audio_features', 'id': '6eSfxoVcsbsFk1pDSghN2S', 'uri': 'spotify:track:6eSfxoVcsbsFk1pDSghN2S', 'track_href': 'https://api.spotify.com/v1/tracks/6eSfxoVcsbsFk1pDSghN2S', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6eSfxoVcsbsFk1pDSghN2S', 'duration_ms': 262767, 'time_signature': 4}",0.736,0.382,0.0,-11.226,1.0,0.0294,0.468,0.00516,0.0622,0.427,110.02,audio_features,6eSfxoVcsbsFk1pDSghN2S,https://api.spotify.com/v1/tracks/6eSfxoVcsbsFk1pDSghN2S,https://api.spotify.com/v1/audio-analysis/6eSfxoVcsbsFk1pDSghN2S,262767.0,4.0
19,66429,Alex Gross,Naturally Smooth,spotify:track:3MA7WOB1Drf0EBPjFT36Cd,3MA7WOB1Drf0EBPjFT36Cd,spotify:track:3MA7WOB1Drf0EBPjFT36Cd,"{'danceability': 0.804, 'energy': 0.882, 'key': 0, 'loudness': -7.2, 'mode': 0, 'speechiness': 0.0511, 'acousticness': 0.0837, 'instrumentalness': 0.932, 'liveness': 0.104, 'valence': 0.537, 'tempo': 123.994, 'type': 'audio_features', 'id': '3MA7WOB1Drf0EBPjFT36Cd', 'uri': 'spotify:track:3MA7WOB1Drf0EBPjFT36Cd', 'track_href': 'https://api.spotify.com/v1/tracks/3MA7WOB1Drf0EBPjFT36Cd', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3MA7WOB1Drf0EBPjFT36Cd', 'duration_ms': 92903, 'time_signature': 4}",0.804,0.882,0.0,-7.2,0.0,0.0511,0.0837,0.932,0.104,0.537,123.994,audio_features,3MA7WOB1Drf0EBPjFT36Cd,https://api.spotify.com/v1/tracks/3MA7WOB1Drf0EBPjFT36Cd,https://api.spotify.com/v1/audio-analysis/3MA7WOB1Drf0EBPjFT36Cd,92903.0,4.0
20,57850,Jorg,What,spotify:track:6EOPpeRq5Qd1VBHd6GO2y5,6EOPpeRq5Qd1VBHd6GO2y5,spotify:track:6EOPpeRq5Qd1VBHd6GO2y5,"{'danceability': 0.734, 'energy': 0.727, 'key': 10, 'loudness': -5.679, 'mode': 0, 'speechiness': 0.0839, 'acousticness': 0.471, 'instrumentalness': 1.33e-05, 'liveness': 0.124, 'valence': 0.341, 'tempo': 134.988, 'type': 'audio_features', 'id': '6EOPpeRq5Qd1VBHd6GO2y5', 'uri': 'spotify:track:6EOPpeRq5Qd1VBHd6GO2y5', 'track_href': 'https://api.spotify.com/v1/tracks/6EOPpeRq5Qd1VBHd6GO2y5', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6EOPpeRq5Qd1VBHd6GO2y5', 'duration_ms': 232889, 'time_signature': 4}",0.734,0.727,10.0,-5.679,0.0,0.0839,0.471,1.33e-05,0.124,0.341,134.988,audio_features,6EOPpeRq5Qd1VBHd6GO2y5,https://api.spotify.com/v1/tracks/6EOPpeRq5Qd1VBHd6GO2y5,https://api.spotify.com/v1/audio-analysis/6EOPpeRq5Qd1VBHd6GO2y5,232889.0,4.0
21,35226,Obits,"Widow Of My Dreams (@ Empty Bottle, 2011)",spotify:track:67eHnPATWWoFUR6fqztWZQ,67eHnPATWWoFUR6fqztWZQ,spotify:track:67eHnPATWWoFUR6fqztWZQ,"{'danceability': 0.374, 'energy': 0.943, 'key': 9, 'loudness': -5.639, 'mode': 1, 'speechiness': 0.0335, 'acousticness': 8.65e-06, 'instrumentalness': 0.848, 'liveness': 0.134, 'valence': 0.719, 'tempo': 156.52, 'type': 'audio_features', 'id': '67eHnPATWWoFUR6fqztWZQ', 'uri': 'spotify:track:67eHnPATWWoFUR6fqztWZQ', 'track_href': 'https://api.spotify.com/v1/tracks/67eHnPATWWoFUR6fqztWZQ', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/67eHnPATWWoFUR6fqztWZQ', 'duration_ms': 261587, 'time_signature': 4}",0.374,0.943,9.0,-5.639,1.0,0.0335,8.65e-06,0.848,0.134,0.719,156.52,audio_features,67eHnPATWWoFUR6fqztWZQ,https://api.spotify.com/v1/tracks/67eHnPATWWoFUR6fqztWZQ,https://api.spotify.com/v1/audio-analysis/67eHnPATWWoFUR6fqztWZQ,261587.0,4.0
22,49478,Herzog Rising,Encantation,spotify:track:1P5Po5w0OqxgY7FFIisCIR,6O4hMgJBAgrFaHs1ZIC8iQ,spotify:track:6O4hMgJBAgrFaHs1ZIC8iQ,"{'danceability': 0.561, 'energy': 0.499, 'key': 6, 'loudness': -8.569, 'mode': 0, 'speechiness': 0.0291, 'acousticness': 0.487, 'instrumentalness': 0, 'liveness': 0.161, 'valence': 0.414, 'tempo': 143.941, 'type': 'audio_features', 'id': '6O4hMgJBAgrFaHs1ZIC8iQ', 'uri': 'spotify:track:6O4hMgJBAgrFaHs1ZIC8iQ', 'track_href': 'https://api.spotify.com/v1/tracks/6O4hMgJBAgrFaHs1ZIC8iQ', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6O4hMgJBAgrFaHs1ZIC8iQ', 'duration_ms': 273138, 'time_signature': 4}",0.561,0.499,6.0,-8.569,0.0,0.0291,0.487,0.0,0.161,0.414,143.941,audio_features,6O4hMgJBAgrFaHs1ZIC8iQ,https://api.spotify.com/v1/tracks/6O4hMgJBAgrFaHs1ZIC8iQ,https://api.spotify.com/v1/audio-analysis/6O4hMgJBAgrFaHs1ZIC8iQ,273138.0,4.0
23,39362,M F W,viens te branler part 2,spotify:track:0hZ3Lks3Rfvq70agv2UIRB,0hZ3Lks3Rfvq70agv2UIRB,spotify:track:0hZ3Lks3Rfvq70agv2UIRB,"{'danceability': 0.786, 'energy': 0.321, 'key': 1, 'loudness': -13.887, 'mode': 1, 'speechiness': 0.367, 'acousticness': 0.211, 'instrumentalness': 0, 'liveness': 0.107, 'valence': 0.295, 'tempo': 81.944, 'type': 'audio_features', 'id': '0hZ3Lks3Rfvq70agv2UIRB', 'uri': 'spotify:track:0hZ3Lks3Rfvq70agv2UIRB', 'track_href': 'https://api.spotify.com/v1/tracks/0hZ3Lks3Rfvq70agv2UIRB', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0hZ3Lks3Rfvq70agv2UIRB', 'duration_ms': 91840, 'time_signature': 4}",0.786,0.321,1.0,-13.887,1.0,0.367,0.211,0.0,0.107,0.295,81.944,audio_features,0hZ3Lks3Rfvq70agv2UIRB,https://api.spotify.com/v1/tracks/0hZ3Lks3Rfvq70agv2UIRB,https://api.spotify.com/v1/audio-analysis/0hZ3Lks3Rfvq70agv2UIRB,91840.0,4.0
24,5533,Free Matter for the Blind,A World of Sounds,,,,,,,,,,,,,,,,,,,,,
25,7115,Chrome Cranks,Driving Bad,spotify:track:3jXYZwQ8Ab9sbSHcbbaHAP,3jXYZwQ8Ab9sbSHcbbaHAP,spotify:track:3jXYZwQ8Ab9sbSHcbbaHAP,"{'danceability': 0.285, 'energy': 0.996, 'key': 1, 'loudness': -3.261, 'mode': 1, 'speechiness': 0.0932, 'acousticness': 0.0797, 'instrumentalness': 0.872, 'liveness': 0.373, 'valence': 0.0363, 'tempo': 87.811, 'type': 'audio_features', 'id': '3jXYZwQ8Ab9sbSHcbbaHAP', 'uri': 'spotify:track:3jXYZwQ8Ab9sbSHcbbaHAP', 'track_href': 'https://api.spotify.com/v1/tracks/3jXYZwQ8Ab9sbSHcbbaHAP', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3jXYZwQ8Ab9sbSHcbbaHAP', 'duration_ms': 207693, 'time_signature': 4}",0.285,0.996,1.0,-3.261,1.0,0.0932,0.0797,0.872,0.373,0.0363,87.811,audio_features,3jXYZwQ8Ab9sbSHcbbaHAP,https://api.spotify.com/v1/tracks/3jXYZwQ8Ab9sbSHcbbaHAP,https://api.spotify.com/v1/audio-analysis/3jXYZwQ8Ab9sbSHcbbaHAP,207693.0,4.0
